build_id,schema_version,sop_version,date_time_utc,operator_id,lab_site,format,support_type,lipid_CL_frac,lipid_PE_frac,lipid_PC_frac,cholesterol_frac,buffer_pH,ionic_strength_mM,temp_C,extrusion_used,extrusion_pore_nm,extrusion_passes,size_mean_nm,size_pdi,turbidity_od600,visible_aggregation,assembly_method,detergent_type,detergent_conc_mM,detergent_removal_method,atpsyn_present,pump_present,scaffold_present,repair_present,atpsyn_to_lipid_ratio,pump_to_lipid_ratio,scaffold_to_lipid_ratio,repair_to_lipid_ratio,orientation_method,orientation_score,defect_proxy_before,defect_proxy_after,leak_proxy_baseline,leak_proxy_after_repair,stimulus_mode,stimulus_intensity,pmf_on,pmf_off,pmf_decay_tau_min,ATP_rate_on_uM_per_min,ATP_rate_off_uM_per_min,ATP_yield_window_uM,on_off_ratio,coupling_efficiency_proxy,energy_membrane_score,QC_REAGENTS_OK,QC_MEMBRANE_STABLE,QC_BASELINE_LEAK_OK,QC_ATP_BACKGROUND_OK,QC_ONOFF_OK,QC_PMF_OK,QC_REPAIR_EFFECT_OK,qc_status
IMM-00185,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.06708855811016352,0.2057316121593596,0.7271798297304769,0.06590896137990736,7.12096612284088,175.20750643437293,12.833363446130473,True,80,13,64.6176906236616,0.18480103219405847,0.18758889722154984,none,detergent_removal,DDM,1.517509061552447,biobeads,True,True,False,False,0.002525976550229577,0.001771250357570145,0.0,0.0,affinity,0.6621993642250033,0.556742301704976,0.556742301704976,1.0000105214666482,1.0000105214666482,NADH,0.2059534240380461,0.19532999162262107,0.0388042147024558,12.242638392531447,0.23665576420244455,0.23124382161824897,4.733115284048891,1.0215405996825615,0.6393082359296903,30.297931249214496,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00186,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.26879100200307127,0.09559573640650597,0.6356132615904228,0.06402395850603988,7.504810073063649,124.47596505711981,22.091072750574423,True,200,10,208.90983125744552,0.10386845852439852,0.32556547599961183,none,film_hydration,DDM,1.692759723143416,dilution,True,False,False,False,0.006539723769647656,0.0,0.0,0.0,gradient_insertion,0.7729472489947087,0.37076968545070527,0.37076968545070527,0.8796341213549457,0.8796341213549457,NONE,0.0,0.04534625797578247,0.04534625797578247,15.00402363620163,0.22558500197705056,0.22558500197705056,4.511700039541012,1.0,0.6742508990796098,32.12070896972855,True,True,True,True,False,True,True,PASS
IMM-00187,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.10143178199410101,0.2760026655686958,0.6225655524372031,0.0450207931868348,7.240557428290986,200.00580432836227,22.83862912610665,True,100,16,119.24205499035511,0.21058598400794323,0.40052585863879353,none,detergent_removal,DDM,0.9477585534695078,dialysis,True,False,True,False,0.007294605616642819,0.0,0.00285128710900339,0.0,none,0.4147826803998915,0.30857717453554123,0.30857717453554123,0.9381353094641708,0.9381353094641708,NONE,0.0,0.05007264561801394,0.05007264561801394,23.540627211332485,0.3484308576712296,0.3484308576712296,6.968617153424592,1.0,0.7512914793092725,35.31297033404809,True,True,True,True,False,True,True,PASS
IMM-00188,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.09962368078008439,0.09782220639262208,0.8025541128272934,0.06088399692330069,7.274611486554118,90.92632344276623,21.116428080997355,True,100,9,76.00167550393098,0.27445093543438986,0.3022770079941117,mild,film_hydration,OG,0.6766195822454925,dialysis,True,False,False,True,0.002684585994788832,0.0,0.0,0.0007210469843805046,none,0.5646305693551872,0.7639183458167619,0.7237084698299577,1.0086258823022336,0.9280599871224132,NONE,0.0,0.09146873901275916,0.09146873901275916,17.939411672102164,0.2904659676619833,0.28631388348343756,5.809319353239665,1.0135549983282761,0.7001407486896877,33.12798293664211,True,True,True,True,False,True,False,CONDITIONAL_PASS
IMM-00189,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,porous_support,0.14926383546044564,0.16923267080389262,0.6815034937356618,0.10517708135687405,7.594435737314472,113.5898579092343,20.742890984372043,True,80,12,153.72842423578385,0.38912481825402034,0.2005187445525157,none,detergent_removal,CHAPS,1.6722938938987753,dialysis,False,True,False,True,0.0,0.005541281254654629,0.0,0.001983494206317687,none,0.4805920305543779,0.5767640468142724,0.4825156295652949,0.9766862386955775,0.8983970106966138,NADH,0.2592928093709118,0.3337072148272444,0.1075549429101412,15.123807302058747,0.264255812649235,0.2605836519203953,5.285116252984699,1.0130875790649467,0.7145206423590207,32.63042375365822,True,True,True,True,True,True,True,PASS
IMM-00190,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.14024311947287108,0.24838372611709114,0.6113731544100377,0.08445070703720649,6.866950272755531,135.64475349726288,15.328397888054369,True,80,8,49.94921100646371,0.14530488044560777,0.13595822302308996,none,microfluidic_mix,DDM,0.9249453784435709,dialysis,True,False,True,False,0.007986029539527238,0.0,0.004074606976561099,0.0,none,0.3583925675456465,0.18290520702009647,0.18290520702009647,0.8820418816345265,0.8820418816345265,NONE,0.0,0.05200569228506816,0.05200569228506816,24.333057239071884,0.25060767890458285,0.25060767890458285,5.012153578091657,1.0,0.7845780830622722,36.17057599173689,True,True,True,True,False,True,True,PASS
IMM-00191,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.14259293024540398,0.2043721578819179,0.6530349118726781,0.030446453275008722,7.465451815120592,128.63864636579922,23.269812229367847,True,50,15,53.108897559431206,0.23400818568022944,0.13921256747421618,none,film_hydration,DDM,0.8333839392982714,dialysis,True,True,True,True,0.0041232235326864935,0.0026316657287295394,0.002728605693461878,0.002054220279069524,affinity,0.6431883824827752,0.30184398159936465,0.2346711599471888,0.8214537157809915,0.771326999029526,NADH,0.22295940606244177,0.2531000814512348,0.058717323679301985,19.608500122108545,0.2700367736798236,0.25606009744988245,5.400735473596471,1.050629107064191,0.8009526487296059,35.65002354733062,True,True,True,True,False,False,False,CONDITIONAL_PASS
IMM-00192,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,porous_support,0.144973767127574,0.1321973267249512,0.7228289061474749,0.039108690510361595,7.546293929573983,118.11024478022799,19.601990649887824,False,0,0,194.63785786411805,0.12413897308638908,0.045774920770851074,none,microfluidic_mix,OG,0.9090925182160343,biobeads,True,True,True,True,0.00874105609152452,0.005548321870092649,0.0029421512806933154,0.0014718998229358163,asymmetric_support,0.8896581632137287,0.22220705884787958,0.24591511593893872,0.869492285051535,0.7175975948582355,NADH,0.3268688860005826,0.4668027849011671,0.1113692532224253,24.31153564016663,0.2779628659370561,0.20357362704230553,5.559257318741122,1.332728148122204,0.9489819000968683,39.12946505476984,True,True,True,True,False,True,True,PASS
IMM-00193,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,glass,0.1268846112291572,0.17480786709384155,0.6983075216770014,0.08001025894758504,7.427382182575078,81.12594673421988,17.538439545117598,False,0,0,171.13796279992164,0.24365864907593407,0.0,none,detergent_removal,OG,0.45430056896216575,biobeads,True,True,False,False,0.007337346970441176,0.004328688813932651,0.0,0.0,affinity,0.7909742975227516,0.41273350361177313,0.41273350361177313,0.929438210306481,0.929438210306481,NADH,0.2880258394002888,0.3721113268553444,0.09911466599189775,15.525118591821917,0.3619377271724633,0.3256296314102464,7.238754543449266,1.1050491406482474,0.7299306915360897,32.86020110157913,True,True,True,True,False,True,True,PASS
IMM-00194,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.07923180263177178,0.19506301838477175,0.7257051789834564,0.02206996442247246,7.418515449935839,186.37796783352866,20.69593920086793,True,80,12,74.16515854199231,0.1664629789871509,0.2828196965737038,mild,detergent_removal,CHAPS,1.0012080190702077,biobeads,True,True,False,False,0.0019971101276663058,0.006271364343425615,0.0,0.0,gradient_insertion,0.6800262099091632,0.5564498337083427,0.5564498337083427,0.9879167131910108,0.9879167131910108,NADH,0.20414961290194947,0.27424514438806735,0.07486583507801253,19.32794075357661,0.26334825488763636,0.25752454115946755,5.266965097752728,1.0209844999791295,0.7528200617225281,33.94603274851349,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00195,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.10159383631409055,0.14555934212795424,0.7528468215579552,0.0,7.228558072625926,86.83336557486977,20.71191339760524,True,100,18,85.14701410619739,0.19241459732727464,0.3529496226001121,none,film_hydration,OG,0.4427050299091611,biobeads,True,True,True,False,0.0019039428668952874,0.0026385234224967566,0.0038092978912128146,0.0,affinity,0.6661882705034852,0.2195636080186345,0.2195636080186345,0.810996320687336,0.810996320687336,LIGHT,0.9686689011630251,0.805030026474228,0.06278743367668647,23.97226921545394,0.22274834532405186,0.19686043606052073,4.454966906481037,1.1193758978530617,0.9719852266163989,38.90828463912067,True,True,True,True,False,True,True,PASS
IMM-00196,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.14560543362960085,0.07367388761552629,0.7807206787548728,0.016548125764905285,7.195199855717531,171.97090353652413,19.257654769278314,True,100,12,86.5202803899803,0.05,0.3112414917889359,none,detergent_removal,DDM,0.9647886662364448,biobeads,True,False,False,True,0.004836847680988423,0.0,0.0,0.0005016415821600159,none,0.5585158210229861,0.42098984775597065,0.40034713920801485,0.8979497897516345,0.8147447929392585,NONE,0.0,0.07428075997783598,0.07428075997783598,16.518185333587507,0.2860171021209824,0.2817966618576931,5.720342042419649,1.0139843835160756,0.7026168960067217,33.262071552753184,True,True,True,True,False,True,True,PASS
IMM-00197,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.11087054846784992,0.19109601150051136,0.6980334400316387,0.009115851236446043,7.821137316330005,133.05009795470474,24.903492824244292,True,100,13,143.71620409012837,0.1931820213027611,0.21201645269952704,none,detergent_removal,CHAPS,0.19981114935852498,dialysis,True,True,False,True,0.004309137007906857,0.0037357639195540527,0.0,0.00891505416077449,none,0.597950570465472,0.32720203788727836,0.25956749640091126,0.7881413066609524,0.6944541146723667,LIGHT,0.9471126151635793,0.7711242371845394,0.007581540786524506,19.4219424336083,0.3559942991727035,0.2954289177953654,7.119885983454069,1.192009603306663,0.9452029932573309,37.92345633229487,True,True,True,True,False,True,True,PASS
IMM-00198,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.10944470674683261,0.1591717760282232,0.7313835172249442,0.03494094942359745,7.0620278758290675,147.40929500569533,15.93366172692186,True,80,14,79.23949030778162,0.15401441270019628,0.3477854461889306,none,film_hydration,DDM,0.44431857125918656,dialysis,True,True,True,False,0.0037121271892748614,0.0028664512345061943,0.00210740850339386,0.0,asymmetric_support,0.9852790254575489,0.14763699801281796,0.14763699801281796,0.7885848656354775,0.7885848656354775,NADH,0.17187757468823148,0.23782823858334984,0.0708244531784439,24.861852725301482,0.20655696660679138,0.19304762437601342,4.131139332135827,1.063409964182163,0.8613181210291669,37.73792059913957,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00199,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.15774298181477747,0.17737514417109373,0.6648818740141289,0.023429914976386496,7.297158002012332,164.72140049314567,19.891561780066834,True,80,11,75.52576999693329,0.15470412501012737,0.09326838063660821,none,detergent_removal,DDM,1.7192889070463107,biobeads,True,True,False,False,0.00212955939214149,0.0017882662452850724,0.0,0.0,none,0.5110625401816385,0.47091828534984487,0.47091828534984487,0.9837220571805785,0.9837220571805785,LIGHT,0.4927182370709173,0.4122069672762117,0.09134073542298136,14.703199195811967,0.32930401247801067,0.32122815873423566,6.586080249560213,1.0236670202533458,0.7039047267732018,32.00993415460581,True,True,True,True,False,True,True,PASS
IMM-00200,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,glass,0.14332710400096188,0.16423730161946054,0.6924355943795776,0.0504067407662253,7.131326278551417,115.43962974487576,24.46604420988432,True,100,8,224.6846857066914,0.12168606308798323,0.12681124687159245,none,detergent_removal,OG,0.3323918543112604,dilution,True,True,True,False,0.0027314729248880685,0.0026454136421082846,0.0035734398779925514,0.0,affinity,0.7216735246732399,0.17200641050607487,0.17200641050607487,0.7914772673819577,0.7914772673819577,LIGHT,0.7429447174711269,0.6111219239825223,0.029010926768048124,23.72342078386727,0.36641400049204154,0.33583123796262926,7.328280009840831,1.0859473797312427,0.9137130976556583,38.21735999756406,True,True,True,True,False,True,True,PASS
IMM-00201,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.1194916441745123,0.15141742410343972,0.729090931722048,0.06096013813151228,7.191911131945618,140.95401843215237,25.573018424212215,True,50,9,46.50786593123574,0.12983523693376775,0.2576089654593391,mild,film_hydration,DDM,1.6629417412285352,biobeads,True,True,True,False,0.003049244233374757,0.0035508673890018174,0.0023848546522285503,0.0,none,0.5981071925471507,0.41967794748452797,0.41967794748452797,0.9698539632068506,0.9698539632068506,NADH,0.20022703653280166,0.21728961541330838,0.04948375647989047,21.825196756270252,0.2615006602311113,0.25505393517020547,5.230013204622226,1.023438039731795,0.7794852530759782,35.06448368024476,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00202,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.18624918114511138,0.1610985421638789,0.6526522766910098,0.02921234373909347,8.014664805880289,204.33172569156616,24.05945761518839,True,80,8,80.84193741233337,0.05,0.25692905992032944,none,detergent_removal,CHAPS,0.8244274158662647,biobeads,True,False,True,False,0.0019571491279218997,0.0,0.005445742157357203,0.0,gradient_insertion,0.5890437290759845,0.10587686866688263,0.10587686866688263,0.8982626173119657,0.8982626173119657,NONE,0.0,0.04109864694402004,0.04109864694402004,20.482251501765496,0.29853117724345674,0.29853117724345674,5.9706235448691345,1.0,0.7328328618904797,34.41313604414154,True,True,True,True,False,True,True,PASS
IMM-00203,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.24034715538935517,0.10921364435446859,0.6504392002561762,0.03300956959938132,7.485174919668939,161.19169039947397,26.133113719262624,True,80,13,90.69713229509652,0.22306425879884542,0.07624993892007269,none,detergent_removal,DDM,0.8376500408835845,biobeads,True,True,True,True,0.0034451675539920405,0.002876512481676641,0.002047457722100588,0.0006098388557639599,affinity,0.7610516586410994,0.19003501407841913,0.17911398395205347,0.838986610564597,0.689184002437912,LIGHT,0.7921996414801734,0.7231219118686036,0.1024341785161328,24.76786244146461,0.32873804982432353,0.276867153025164,6.574760996486471,1.1747276391833172,0.9759679077932775,39.7539155628683,True,True,True,True,False,True,True,PASS
IMM-00204,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.06676689130765463,0.2161119261414746,0.7171211825508707,0.10504554746186712,7.2722170151776675,94.35304997693322,20.17033109667308,True,80,16,52.55683299748188,0.27704275149731306,0.5028885804302504,mild,microfluidic_mix,CHAPS,0.8095024300569352,biobeads,True,True,True,True,0.006236382531810383,0.003512491044687066,0.003572516121097784,0.0005186343928556524,affinity,0.70418044591838,0.42335992961847346,0.4550727507193527,0.8480567627632825,0.7745435959518665,LIGHT,0.828818731382562,0.6932428670504357,0.031707070334085735,23.489930023893027,0.3855604549615625,0.3027860236163819,7.71120909923125,1.256437470302477,0.9630570383232362,38.90400141389483,True,True,True,True,False,True,True,PASS
IMM-00205,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.17846720380228137,0.14650830478706023,0.6750244914106585,0.0,7.747610710557022,148.62650082714674,14.52842358896589,True,100,16,93.60815176294639,0.18581066540892954,0.1422745280738991,none,detergent_removal,CHAPS,2.111583359395911,biobeads,True,True,True,True,0.019971373578454812,0.02032325192342092,0.0012214181651016354,0.0007984445174354822,none,0.415551023033666,0.32626504041229987,0.332010589914159,0.8725201307646246,0.8125699775186269,NADH,0.2205917818520751,0.37846929027080034,0.08269431798590425,22.735458810150842,0.3167603294588072,0.2555501653229921,6.335206589176145,1.2221380054846505,0.8766861729284242,37.34762970225535,True,True,True,True,False,True,False,CONDITIONAL_PASS
IMM-00206,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.16645800957473675,0.10929740605733657,0.7242445843679267,0.017414601331813644,7.644762749307083,177.02113290716684,17.77985131763308,True,100,18,87.77298986551155,0.15629254083388497,0.06457492233612312,none,detergent_removal,DDM,2.060477296024615,dilution,True,True,False,False,0.004827155861943679,0.0012574919008349187,0.0,0.0,asymmetric_support,0.7490301906097827,0.329639017579905,0.329639017579905,0.8988349812119111,0.8988349812119111,LIGHT,0.4186381349280345,0.37151275370882825,0.08580507569426915,15.999127826972233,0.3725482617465255,0.34851116420474926,7.45096523493051,1.0652275965469011,0.7350317838963487,33.20953239385264,True,True,True,True,False,True,True,PASS
IMM-00207,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,polymer,0.17867592135579283,0.19657735745387678,0.6247467211903304,0.08042304239743846,7.630810198805714,157.18502049426684,20.914376808776648,True,80,16,285.6353148236805,0.07138823598224824,0.2890792783642568,none,film_hydration,OG,1.1707096571371802,dilution,True,True,False,False,0.0014601977414772207,0.004380489717465855,0.0,0.0,gradient_insertion,0.7804858142145025,0.45124350463683316,0.45124350463683316,0.8876593582297156,0.8876593582297156,LIGHT,0.5324088473913942,0.5314651852303589,0.08331426783519597,14.424135714352131,0.345909861431829,0.33315649820729537,6.91819722863658,1.0361124976866423,0.7426003338284974,32.888657550892404,True,True,True,True,False,True,True,PASS
IMM-00208,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,porous_support,0.021692740267688082,0.14213606669563275,0.8361711930366792,0.0,7.333189951675146,145.3246336503317,25.393591217884907,False,0,0,318.81005117174874,0.05,0.17503643059648186,none,detergent_removal,DDM,0.6754030326350493,dialysis,True,True,False,True,0.008213757019603734,0.012941992511320114,0.0,0.000803441584859558,gradient_insertion,0.6336748971310348,0.42091412997188576,0.4326996023333702,0.850197153667039,0.8197577145316824,LIGHT,0.7304774002424489,0.8855977583921452,0.0357375999378825,17.035420693098114,0.3187885802952261,0.1942245599346314,6.375771605904522,1.5814647041338505,0.9799357821439945,37.13632144293193,True,True,True,True,False,True,False,CONDITIONAL_PASS
IMM-00209,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.08385671940732745,0.10817455549618638,0.8079687250964861,0.0,7.4476047965387355,124.53326106287739,20.54571418723453,True,50,10,40.0,0.10030308325670433,0.20612055093310028,none,microfluidic_mix,OG,3.3372493746784033,biobeads,True,True,False,False,0.003954399890482506,0.012439164952606127,0.0,0.0,none,0.38111859426214384,0.5717367804527813,0.5717367804527813,0.9909348091165358,0.9909348091165358,NADH,0.3580108575356729,0.41962382453883995,0.058891965369967846,15.31460435973957,0.2634473027401423,0.2506777832999836,5.2689460548028455,1.047176089904677,0.7351743811649485,32.54803162234073,True,True,True,True,False,True,True,PASS
IMM-00210,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.08117305232827633,0.17052686375155449,0.7483000839201692,0.09564709183089858,7.249832544502423,123.21918105797877,24.575097633948502,True,50,16,40.0,0.09335273828892944,0.3481627819156033,none,detergent_removal,OG,0.7243703978465312,biobeads,True,False,True,False,0.003921185599373987,0.0,0.002339208339266138,0.0,none,0.42010127762421534,0.17158409989475715,0.17158409989475715,0.8841708580677207,0.8841708580677207,NONE,0.0,0.06425339638767152,0.06425339638767152,22.78837924165575,0.32194635486717216,0.32194635486717216,6.438927097343443,1.0,0.7573590280350802,35.431735499663134,True,True,True,True,False,True,True,PASS
IMM-00211,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.15893190940734453,0.1902734103987587,0.6507946801938967,0.08426029281077853,7.015129698483278,170.17297982983285,18.2453431679619,True,50,16,47.165224286143605,0.19185379252346763,0.060441192231558104,none,detergent_removal,OG,1.3236760666120253,dialysis,False,True,True,False,0.0,0.0022139638857786095,0.006130635150539304,0.0,none,0.5448664503987191,0.368308619590333,0.368308619590333,0.8118218071728749,0.8118218071728749,LIGHT,0.8561086180624289,0.6891114486314451,0.06413650539549123,21.98226744914413,0.24806398326962015,0.24806398326962015,4.961279665392403,1.0,0.8989420270817168,37.42180476915463,True,True,True,True,True,True,True,PASS
IMM-00212,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.1273947564480076,0.2198974616553905,0.652707781896602,7.306370982548272e-05,7.261477682179694,146.5623264034854,21.876996432514527,True,50,8,40.0,0.17403244063717122,0.02187447275545541,none,detergent_removal,DDM,0.35522442083056344,dilution,True,True,False,True,0.005980865435595584,0.005818069282128028,0.0,0.0008469569981567675,none,0.5450339914217219,0.4067105408737258,0.397497731677695,0.8434283097361623,0.7203011597631832,LIGHT,0.517458464358997,0.5057766640512317,0.06865423569885368,12.419277073818002,0.25839974937918386,0.21692042794511257,5.167994987583677,1.1750770154934924,0.7794305119801198,33.5016706290853,True,True,True,True,False,True,True,PASS
IMM-00213,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,glass,0.1747211985431608,0.1958570946859841,0.6294217067708551,0.06539704975188632,7.455457712395133,195.02477945827928,22.441856120713215,True,100,14,82.62727779679145,0.2752100427705832,0.0017634394108890035,none,microfluidic_mix,DDM,2.114063969476527,dilution,True,True,False,False,0.0053580083994129645,0.002977460569801863,0.0,0.0,asymmetric_support,0.8429032921132714,0.44474740411734676,0.44474740411734676,0.8609924202190583,0.8609924202190583,NADH,0.22990913555913117,0.3002478538542296,0.0899649036522861,17.336017077528513,0.2968717599356477,0.2755476637681309,5.937435198712953,1.0721511241051338,0.7582153563828451,34.04335407946837,True,True,True,True,False,True,True,PASS
IMM-00214,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.14311430450111315,0.08647827499994695,0.7704074204989398,0.0,7.424825787744325,233.9345367892161,21.916652052420858,True,80,16,80.03071258152842,0.05,0.08050702183092309,none,microfluidic_mix,CHAPS,1.3328382969449069,biobeads,True,True,True,True,0.0023322554483310724,0.004836606813306318,0.002095994692244447,0.0014039895357963004,affinity,0.8811438925593159,0.18071872160973915,0.16469742058830894,0.7536043445690264,0.7190942761643517,LIGHT,0.7760200516108211,0.8031224380809698,0.06163198820886042,20.917767843273186,0.35616079475206314,0.31142314996802245,7.1232158950412625,1.1349864811445949,0.9417318730429944,38.176554624598495,True,True,True,True,False,True,False,CONDITIONAL_PASS
IMM-00215,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.12241474372408989,0.14942856366523585,0.7281566926106744,0.024842288895234856,7.074424213526921,150.95522351978784,18.04788531487615,True,80,18,60.38359560804437,0.14909616554017113,0.1281661065291765,none,detergent_removal,DDM,0.8006621828053798,biobeads,True,True,False,True,0.004448339459813756,0.011303992497415155,0.0,0.001602988175725433,affinity,0.7706297825156655,0.38414321736699153,0.34719360431233165,0.8333012900562333,0.7691207627975856,LIGHT,1.0313050369841534,1.3174181863695906,0.07354939371899373,18.37209790911751,0.4150480979459099,0.2843716697836789,8.300961958918197,1.4293317714329474,1.0506750203148758,38.72681570362256,True,True,True,True,False,True,False,CONDITIONAL_PASS
IMM-00216,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.15057719765330954,0.12553202982585862,0.7238907725208319,0.07262566743023699,7.293743167820515,64.75765296744012,22.093599502569635,True,100,16,93.32382427882102,0.10138442559832649,0.16397895450656724,none,detergent_removal,DDM,1.4268505539802236,dilution,True,True,True,False,0.001244676175985277,0.0043975212562933855,0.0016988508825859575,0.0,affinity,0.8617346419667836,0.3390600494294258,0.3390600494294258,0.9267833948355866,0.9267833948355866,NADH,0.3987275906554944,0.4473766590407207,0.05862687548212887,23.15265851717975,0.3271115885557786,0.31702857255244615,6.542231771115572,1.0299173922465088,0.8370230399175969,36.41187179023198,True,True,True,True,False,True,True,PASS
IMM-00217,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.10105233579134863,0.13619563588988262,0.7627520283187689,0.015922105633555308,7.569540902374431,135.84558358690367,27.265946307598146,True,50,8,40.77555376054359,0.17651692846948483,0.26753482640162135,none,detergent_removal,DDM,1.8289402907677363,biobeads,True,True,False,True,0.006559732326415061,0.0019727689715307107,0.0,0.002138374950423956,gradient_insertion,0.7155684337216736,0.4836721116155524,0.4591461451982388,1.1361267956698224,0.8098860952534298,NADH,0.2576142688138282,0.2217349077047037,0.03641989504801396,19.10925166281434,0.31271277098634764,0.27763431202301486,6.254255419726952,1.1178575773905406,0.7933553463970321,35.255339435918316,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00218,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.09893410660220368,0.2369328596180369,0.6641330337797595,0.005997478271339596,7.492724276242679,108.29239242138388,18.13410786349708,True,80,15,65.34969900320274,0.14480618931912503,0.2657347499753421,none,detergent_removal,OG,1.4971452863297245,biobeads,True,True,True,False,0.0027115417290897157,0.003051924792211304,0.004716119945220541,0.0,affinity,0.7674387364981077,0.34595697705046796,0.34595697705046796,0.9026396264479083,0.9026396264479083,NADH,0.2096572123571972,0.29830034538432965,0.11305605303841795,19.022879083004522,0.29820906671985703,0.2898126419439677,5.964181334397141,1.0271016209125767,0.7575460384051553,34.324228807892084,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00219,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.09613257255119792,0.2634063128607552,0.6404611145880468,0.08478490351686441,7.1800651485039495,165.37641279587518,20.476051819752275,True,80,9,93.62719807746167,0.32955422277050694,0.17864790504301004,mild,film_hydration,DDM,0.6675642509439308,biobeads,True,True,True,True,0.007803191922378047,0.0022643419542746003,0.001505713585377918,0.0013444266187518303,none,0.49085748869703694,0.5253630246183265,0.4700301030033317,0.8846210128294121,0.732000985787487,LIGHT,0.6648324060893182,0.5392101801338165,0.0751065928713116,24.24609461496171,0.30675040196015774,0.25389013872142596,6.1350080392031545,1.1929980520127306,0.9373356909246703,38.90575514561873,True,True,True,True,False,True,True,PASS
